"id","lat","lon","dist_nearest_hazard_m","nearest_hazard_weight","dist_nearest_hospital_m","nearest_hospital_weight","high_danger_zones_1km","hospitals_within_2km","industrial_hazards_1km","military_zones_1km","water_hazards_500m","weighted_hazard_score_1km","weighted_safety_score_1km","inside_assam_boundary","hazard_to_safety_ratio","hospital_accessibility","hazard_proximity","safety_density","boundary_penalty","critical_hazard_exposure","emergency_response_score","risk_score","risk_label","data_source","created_at","updated_at"
595,"27.700525","90.310956","97881.0028655011","0.30","142015.878804312","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007041416544423009893","0.000010216382692680412702","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1797,"27.405833","90.591426","64528.9228165748","0.85","101132.721169478","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009887898798109274428","0.000015496686751702506553","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1373,"26.424807","92.711370","0","0.30","3690.12366448591","0.90",0,0,0,0,0,"0.847294161951487","0",True,"847.2941619514870000","0.00027092021045555443","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.56182354048787175","MEDIUM","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1162,"27.661773","93.051812","84336.1712036946","0.30","104087.324582767","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009607225440590493624","0.000011857167909802890181","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1836,"27.588403","93.462738","65350.3927605434","0.30","73347.7040273338","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000013633506048414222457","0.000015301892702794249545","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1714,"27.196789","92.877872","22968.9781999895","0.30","50676.0253053681","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000019732807795529235898","0.000043535087029401582907","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
703,"27.518276","89.541829","103266.369081478","0.30","138383.200139764","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007226258481748850010","0.000009683601014479216146","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1665,"27.423303","92.861704","49940.9291956509","0.30","77789.8736694776","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000012854978390509641395","0.000020023255330855003089","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
747,"26.370615","91.454769","0","0.30","8037.41112180231","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.00012440269412045048","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1560,"27.026215","90.966199","27442.168255619","0.50","51055.227391381","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000019586249339073060519","0.000036438941403759006151","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1639,"27.003801","89.586453","43921.8616295071","0.30","81212.6380990079","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000012313202848773941683","0.000022767186902235129857","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1133,"27.959971","93.417220","98511.7000760955","0.60","109170.801797729","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009159874468800807819","0.000010150975450145579683","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1442,"27.615962","92.595778","72718.7953081337","0.30","94708.1722704925","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010558639422420113926","0.000013751413844919749454","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
680,"26.019295","91.943030","0","0.30","12966.4837546684","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000077115963198333819960","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1053,"26.827777","89.711252","18576.7109211181","0.30","55214.1044709393","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000018110986288657987403","0.000053827944909146803259","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
200,"27.032609","90.932019","28481.5137963501","0.45","53012.2940344172","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000018863193057778709467","0.000035109260620393179282","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:11.707228","2025-09-21 23:46:11.707228"
275,"26.281176","91.919731","0","0.60","17158.347811113","0.75",0,0,0,0,1,"1.36904456056736","0",True,"1369.0445605673600000","0.000058277273181231553750","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.6922611401418400","MEDIUM","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
445,"27.560852","91.587365","84526.2592062045","0.60","94931.768158429","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000010533770576784880657","0.000011830503075469382351","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
983,"27.936345","91.892054","125302.196309772","0.60","132474.467950506","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007548567410032541235","0.000007980642389423334787","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1109,"27.426457","89.595732","90437.2672855158","0.30","125397.680971047","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007974565539735522386","0.000011057266243756924075","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
245,"27.716069","91.828581","97724.7843515869","0.60","107188.533154745","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000009329269104627428990","0.000010232713982650799837","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
939,"26.702661","93.222511","0","0.30","8842.29626688701","0.90",0,0,0,0,1,"1.02870843296175","0",True,"1028.7084329617500000","0.00011308000657451873","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.6071771082404375","MEDIUM","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
916,"26.260568","89.776218","0","0.30","24818.984129392","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000040290114400830456516","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1557,"27.263121","91.597225","51375.5613071566","0.60","58678.8473650328","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000017041625786434780967","0.000019464128671856109933","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1667,"27.583672","90.052362","89817.3697516181","0.30","132462.44463758","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007549252571047054656","0.000011133579943227423745","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1202,"26.436409","91.209926","0","0.30","5647.52039327398","0.90",0,0,0,0,0,"0.96017966969882","0",True,"960.1796696988200000","0.00017703751254766785","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.00000000000000000000","0.5900449174247050","MEDIUM","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1246,"26.964098","89.718486","31531.517426154","0.30","68674.3409557595","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000014561267349865765475","0.000031713294136502101959","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
910,"26.438176","91.979161","0","0.30","5804.78366209713","0.90",1,0,2,0,0,"1.68926372989916","0",True,"1689.2637298991600000","0.00017224203625230949","1.00000000000000000000","0.00000000000000000000",1,"1.2","0.00000000000000000000","0.9723159324747900","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1572,"27.130941","92.649653","11623.7271125583","0.30","35325.794081354","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000028307125681914472547","0.000086023524708781401815","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1628,"27.482532","93.193490","66437.4189692089","0.30","81615.1053994446","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000012252483686961189273","0.000015051532163392588135","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
373,"26.925273","89.874342","21965.4338288308","0.45","55434.5473671515","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000018038966827132891301","0.000045524003021715184997","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
267,"27.242477","92.012246","39797.2922867111","0.50","44435.9967216791","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000022503771041577580269","0.000025126706261562541638","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1478,"27.238089","90.577683","44050.6448098633","0.85","80168.5078217615","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000012473570403142183164","0.000022700627963296773341","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1716,"26.902353","89.727763","24305.3781366158","0.30","62018.0938651528","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000016124066600751781923","0.000041141464778480194627","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1452,"27.809528","91.836788","109422.334464081","0.60","118243.446192117","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008457056819186717785","0.000009138818560937358602","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
260,"26.029602","90.585047","0","0.30","10429.5160943172","0.90",0,0,0,0,0,"0.6","0",True,"600.0000000000000000","0.000095872533147695772347","1.00000000000000000000","0.00000000000000000000",1,"0.0","0.000000000000000000000000","0.500","MEDIUM","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
424,"26.599038","89.646077","22463.2067779291","0.60","41008.423685532","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000024384639190937885816","0.000044515259759026606121","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hospital","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1030,"27.800889","90.291993","110628.434032203","0.30","154787.600092859","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000006460424084203174394","0.000009039185717147491710","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
1477,"26.488726","90.500097","0","0.30","1890.27057081121","0.90",0,1,0,0,0,"0.6","0",True,"600.0000000000000000","0.00052874507510106114","1.00000000000000000000","1.00000000000000000000",1,"0.0","0.00047587056759095502","0.400","MEDIUM","near_hospital","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1358,"27.985685","90.515657","134499.20377008","0.30","174320.085582962","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000005736540686720798968","0.000007434932973852142182","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1381,"27.977583","93.090951","123814.088382105","0.30","135937.334121992","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000007356276700452964892","0.000008076560078961507591","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
292,"27.805199","89.571769","136918.409932364","0.30","170326.436270629","0.80",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000005871044747078356954","0.000007303566386197428225","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:46:37.480819","2025-09-21 23:46:37.480819"
1388,"27.428643","92.778779","49546.0155627198","0.30","75236.0246609542","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000013291328365340988146","0.000020182850342098519801","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","near_hazard","2025-09-21 23:47:33.591317","2025-09-21 23:47:33.591317"
1182,"27.663378","91.207255","104702.639834757","0.50","113150.188731922","0.90",0,0,0,0,0,"0","0",False,"0.0000000000000000","0.000008837733047323097947","0.000009550766349462132204","0.00000000000000000000",0,"0.0","0.000000000000000000000000","0.75","HIGH","random_assam","2025-09-21 23:47:12.920773","2025-09-21 23:47:12.920773"
